subject_id,scenario,task,channel,subband,mav,variance,baseline_power,task_power,erd_ers_pct,chain_ratio_mav,chain_ratio_variance,chain_sequence_mav,chain_sequence_variance,scenario_id
id89,scenario5,Resting,C3,High_Beta,0.0002339914076,0.0,,,,0.5652,0.5435,111100111101100011001000010111101010010110111,110100111101100011001000010111101010010110111,5
id89,scenario5,Resting,C3,Low_Beta,0.000472767162,0.0,,,,0.6304,0.6304,1111100111101101011011000001111100110010110111,1111100111101101011011000001111100110010110111,5
id89,scenario5,Resting,C3,Mu,0.0008075861323,0.0,,,,0.5435,0.5652,111100111101101011100000000111100010010110111,111100111101101111100000000111100010010110111,5
id89,scenario5,Resting,C4,High_Beta,0.0001177041678,0.0,,,,0.5652,0.5435,111100011101110010100100100111100110010110111,111100011101110010100100000111100110010110111,5
id89,scenario5,Resting,C4,Low_Beta,0.0003288470702,0.0,,,,0.6087,0.587,1111100011100110010110110001111100110010110111,111100011100110010110110001111100110010110111,5
id89,scenario5,Resting,C4,Mu,0.0006379593603,0.0,,,,0.5,0.5,111100011100111010100100000111100010000110111,111100011100111010100100000111100010000110111,5
id89,scenario5,Resting,CZ,High_Beta,0.0002886226892,0.0,,,,0.5,0.4783,101100010010111010100101010011100010101110101,101100010010111010100101010011100010101110001,5
id89,scenario5,Resting,CZ,Low_Beta,0.001118830783,0.0,,,,0.413,0.413,100110000110010110101000111100010101010001,100110000110010110101000111100010101010001,5
id89,scenario5,Resting,CZ,Mu,0.002576274629,0.0,,,,0.4348,0.4348,100110000110010110101000111100010111010001,100110000110010110101000111100010111010001,5
id89,scenario5,Thinking,C3,High_Beta,2.751290332,6.719499573e-05,4.474676454,38.34394725,7569099.386,0.5172,0.5,111001001100111001011101111101001001101001000010110011001,111001001100111001010101111101001001101001000010110011001,5
id89,scenario5,Thinking,C3,Low_Beta,5.638486469,0.0001723685022,20.660449959999998,140.8042061,5815156.8,0.4655,0.4655,1111001001100111000000101011101101010100001000011110011000,1111001001100111000000101011101101010100001000011110011000,5
id89,scenario5,Thinking,C3,Mu,5.404953014,0.0001503001567,9.389507228,265.0707529,27230528.66,0.4655,0.5,1111000001100111000000100011110101100110001000011110011001,1111000001100111000001100011111101100110001000011110011001,5
id89,scenario5,Thinking,C4,High_Beta,2.204868261,3.736154492e-05,11.9618885,39.114865650000006,2269957.385,0.5,0.4828,101001001100111101011101011110001100101001000010110011001,101001001100111101001100011110011100101001000010110011001,5
id89,scenario5,Thinking,C4,Low_Beta,3.727575127,5.460913421e-05,40.885051929999996,62.92809631,539146.7869000001,0.4483,0.4483,1101000001100111000000100111111001100010101000011110011000,1101000001100111000000100111111001100010101000011110011000,5
id89,scenario5,Thinking,C4,Mu,5.160315253,0.0001570637623,60.22692155,289.4987918,3806800.42,0.431,0.431,1101000001100111000000100011110001100110101000011110011000,1101000001100111000000100011110001100110101000011110011000,5
id89,scenario5,Thinking,CZ,High_Beta,1.300302331,1.970496088e-05,7.168112657,19.09071758,1663283.697,0.4483,0.4483,1101100000001111111000100101010100101011001100010000101001,1101100000001111111000100101010100101011001100010000101001,5
id89,scenario5,Thinking,CZ,Low_Beta,1.76586143,1.805837334e-05,53.26031635,16.48292134,-690521.5278,0.4483,0.4483,1111100000001111111000100001011001101010101101000001001000,1111100000001111111000100001011001101010101101000001001000,5
id89,scenario5,Thinking,CZ,Mu,2.140867111,2.648381439e-05,53.01438836,134.7651912,1542049.345,0.4655,0.4483,1111100000000111111100100010010101101110001101000001101000,1111100000000111111100100010010001101110001101000001101000,5
id89,scenario6,Resting,C3,High_Beta,2.039436313,2.639296482e-05,,,,0.5333,0.5333,110101010011001100010010111111001100010110010000111111110001,110101010011001100010010111111001110010110000000111111110001,6
id89,scenario6,Resting,C3,Low_Beta,3.205465933,3.010997193e-05,,,,0.5667,0.55,110100010011111100010011111110101110010110000000111111110001,110100010011111100010011111110001110010110000000111111110001,6
id89,scenario6,Resting,C3,Mu,4.530878102,5.875154756e-05,,,,0.55,0.55,110101010011111100010001111110101100010110000010111111110000,110101010011111100010001111110101100010110000000111111110001,6
id89,scenario6,Resting,C4,High_Beta,1.63225235,1.240581649e-05,,,,0.5,0.55,110101100001011100010010111101101000010110100100111101010001,110111100001011100010010111111101000010110100100111111010001,6
id89,scenario6,Resting,C4,Low_Beta,9.322658067,0.0002485269214,,,,0.4833,0.5,110101000001111100010011111100101000010110000000111111010001,110101000001111100010011111101101000010110000000111111010001,6
id89,scenario6,Resting,C4,Mu,10.76535442,0.0003495263538,,,,0.5,0.5,110111000001111100010011111110101000010110000000111111010000,110111000001111100010011111110101000010110000000111111010000,6
id89,scenario6,Resting,CZ,High_Beta,1.987176291,2.636943543e-05,,,,0.5,0.5333,111001010000110100010011010111110010100111100010000101111100,111001010000111110010011010111110010100111100010000101111100,6
id89,scenario6,Resting,CZ,Low_Beta,2.999762602,2.861733439e-05,,,,0.5333,0.5333,111001010000111110010000011111110010100111100000001111111100,111001010000111110010000011111110010100111100000001111111100,6
id89,scenario6,Resting,CZ,Mu,4.205657785,5.497410178e-05,,,,0.5,0.5,111001010000011100010001011111110011000111100000000111111100,111001010000011100010001011111110011000111100000000111111100,6
id89,scenario6,Thinking,C3,High_Beta,2.605030505,6.438357592e-05,2.485555495,8.120940676,2267253.8170000003,0.625,0.5893,10010111101100011100011010110111101101011111000100111111,10010111101100011100001010110111101101011111000100111110,6
id89,scenario6,Thinking,C3,Low_Beta,4.412430748,0.0001518090985,12.63611299,24.95793851,975127.8365,0.6071,0.5893,11111100100011100000100111111111001011111001001111111,11111100100011100000100110111111001011111001001111111,6
id89,scenario6,Thinking,C3,Mu,5.220506783,0.0001913457447,12.52545652,54.96534007,3388290.359,0.5357,0.5357,11111100000011100000000111111111001011111000000111111,11111100000011100000000111111111001011111000000111111,6
id89,scenario6,Thinking,C4,High_Beta,3.204345094,0.0001181218855,10.68920875,8.892172837,-168116.832,0.5536,0.5536,10001111100100011100101010010101110101011111000000111111,10001111100100011100101010010101110101011111000000111111,6
id89,scenario6,Thinking,C4,Low_Beta,6.08217256,0.0001962986058,47.60232987,22.84517712,-520082.7948,0.5,0.5179,1111100100011110000000010101111101011111000000111110,1111100100011110000100010101111101011111000000111110,6
id89,scenario6,Thinking,C4,Mu,5.621470641,0.0001754571631,28.797550700000002,40.60078874,409869.5117,0.5536,0.5536,10101111100000011110000010010011111101011111000000111111,10101111100000011110000010010011111101011111000000111111,6
id89,scenario6,Thinking,CZ,High_Beta,2.986540293,8.519519714e-05,9.504486798,2.846849493,-700473.0972999999,0.4821,0.4821,1001011011000001101000001110010111111000011110010000111,1001011011000001101000001110010111111000011110010000111,6
id89,scenario6,Thinking,CZ,Low_Beta,4.604569815,0.0001073792356,6.731105446,12.85230283,909389.6141,0.4821,0.4821,11100010111000001101000000110010111111000111110000000111,11100010111000001101000000110010111111000111110000000111,6
id89,scenario6,Thinking,CZ,Mu,4.310422955,0.0001065417651,21.237714,28.601804050000002,346745.89050000004,0.4286,0.4286,11000001111000001101000000100010111111000011110000000111,11000001111000001101000000100010111111000011110000000111,6
id89,scenario7,Resting,C3,High_Beta,10.27497454,0.0002387289272,,,,0.4651,0.4651,101010000111111000110011100011001001010010,101010000111111000110011100011001001010010,7
id89,scenario7,Resting,C3,Low_Beta,11.44921976,0.0003849049234,,,,0.5349,0.5349,101010000111111000110111100111001000110110,101010000111111000110111100111001000110110,7
id89,scenario7,Resting,C3,Mu,9.531652287,0.0001670561844,,,,0.4651,0.4651,101000000111110000010111100011001011110001,101000000111110000010111100011001011110001,7
id89,scenario7,Resting,C4,High_Beta,10.38561473,0.0002533927101,,,,0.4419,0.4884,1010000111101000110011110111001000010001,1010000111101000110011110111011000010011,7
id89,scenario7,Resting,C4,Low_Beta,28.43126849,0.00147046815,,,,0.5581,0.5581,1101010000111101000110111110111001010110010,1101010000111101000110111110111001010110010,7
id89,scenario7,Resting,C4,Mu,20.50817142,0.0007889922919,,,,0.4651,0.4419,1001010000111101000010111110011001010110000,1001000000111101000010111110011001010110000,7
id89,scenario7,Resting,CZ,High_Beta,8.729247051,0.0002456955584,,,,0.4419,0.4419,1111000000011111100011001100000011010010010,1111000000011111100011001100000011010010010,7
id89,scenario7,Resting,CZ,Low_Beta,5.139301902,7.007309426e-05,,,,0.4651,0.4651,1110100000011111100011001100000111010010010,1110100000011111100011001100000111010010010,7
id89,scenario7,Resting,CZ,Mu,6.766361942,0.0001291965629,,,,0.4884,0.4651,1111000000011111101011001100000111010010001,1111000000011111101011001100000111010010000,7
id89,scenario7,Thinking,C3,High_Beta,10.97757064,0.0004336985551,0.8967325313,8.801094055,8814625.597000001,0.5536,0.5536,11000110110111101101000111100010101111010110001000110101,11000110010111101101000111100010101111010110011000110101,7
id89,scenario7,Thinking,C3,Low_Beta,10.13949168,0.0003002224954,0.9135176395,17.84511631,18534506.55,0.5714,0.5714,11100000111111001101000111100000111111011011101000010111,11100000111111001101000111100000111111011011101000010111,7
id89,scenario7,Thinking,C3,Mu,12.14046923,0.0004767645671,0.8929832787,21.377221520000003,22939106.17,0.5179,0.5179,11000010011111101101000011100000111111011011010000010110,11000010011111101101000011100000111111011011010000010110,7
id89,scenario7,Thinking,C4,High_Beta,6.541569006,0.0002090053219,0.907322777,5.740075006,5326386.983,0.4821,0.4821,10101101001101010000111100100101111010110101000101001,10101101001101010000111100100101111010110101000101001,7
id89,scenario7,Thinking,C4,Low_Beta,8.851062466,0.0003136403805,0.8957412486,46.3467188,50741190.74,0.5179,0.5179,10000101100011110111000111100000111111011101001000001110,10000101100011110111000111100001111111011101001000001100,7
id89,scenario7,Thinking,C4,Mu,10.39055464,0.0004407060917,0.9726284138000001,37.9934602,38062667.36,0.4821,0.4643,1010010111111101000011100000011101011101001100010110,1010010111110101000011100000011101011101001100010110,7
id89,scenario7,Thinking,CZ,High_Beta,1.367113255,3.613256074e-05,2.508113113,1.876175623,-251957.3326,0.4286,0.4464,11100000011010101101100001101000001011100000011101110000,11100000011010101101100001111000001011100000011101110000,7
id89,scenario7,Thinking,CZ,Low_Beta,1.832433705,3.894290595e-05,3.8829242319999997,15.53970389,3002062.097,0.5179,0.5179,11100000011111010101100001111000001111100010011111101000,11100000011111010101100001111000001111100010011111101000,7
id89,scenario7,Thinking,CZ,Mu,2.099140479,4.644829034e-05,2.490303759,10.42159782,3184870.133,0.4643,0.4643,11100000001010101101100001111000001111100100001111101000,11100000001010101101100001111000001111100100001111101000,7
id89,scenario8,Resting,C3,High_Beta,1.197187171,1.554028051e-05,,,,0.5429,0.4857,11100001011110101001011000101110011,11100001011110101001011000101010001,8
id89,scenario8,Resting,C3,Low_Beta,1.895894797,1.748116928e-05,,,,0.5143,0.5143,11100000111110101000111000011110001,11100000111110101000111000011110001,8
id89,scenario8,Resting,C3,Mu,2.700893219,3.406593692e-05,,,,0.4286,0.4286,11100000011110101000011000011100001,11100000011110101000011000011100001,8
id89,scenario8,Resting,C4,High_Beta,1.473383846,2.062093654e-05,,,,0.4857,0.4857,11100001011110101000101100101100001,11100001011110101000101100101100001,8
id89,scenario8,Resting,C4,Low_Beta,2.301566988,2.758010006e-05,,,,0.4571,0.4857,11100000011110101000111100011100000,11100000011110101000111100011110000,8
id89,scenario8,Resting,C4,Mu,2.563881796,3.107253446e-05,,,,0.4,0.4,11100000011110001000111100001100000,11100000011110001000111100001100000,8
id89,scenario8,Resting,CZ,High_Beta,1.491377569,4.271108187e-05,,,,0.5429,0.5429,1110000101111101100001110001011110,1110000101111101100001110001011110,8
id89,scenario8,Resting,CZ,Low_Beta,0.956061461,4.750890117e-06,,,,0.6,0.5714,1111000011111101100011110001011101,1111000001111101100011110001011101,8
id89,scenario8,Resting,CZ,Mu,1.216492721,8.620123947e-06,,,,0.5714,0.5714,1111000001111101100011110001011101,1111000001111101100011110001011101,8
id89,scenario8,Thinking,C3,High_Beta,2.296393526,5.907449235e-05,1.123455466,3.23328083,1877978.636,0.4643,0.4643,11000010011110010000011111100000111110001111001001001,11000011011110010000011111100000111100001111001001001,8
id89,scenario8,Thinking,C3,Low_Beta,3.291381871,6.320782312e-05,3.201008411,4.845437787,513722.29169999994,0.5536,0.5536,111101000111110010000111111100000111110001111000001111,111101000111110010000111111100000111110001111000001111,8
id89,scenario8,Thinking,C3,Mu,2.555872182,3.747045897e-05,6.056599087,2.23347433,-631232.9249999999,0.5179,0.5179,111100000111110010000011111100000111110001111000001111,111100000111110010000011111100000111110001111000001111,8
id89,scenario8,Thinking,C4,High_Beta,1.59041374,2.916690927e-05,1.456492489,2.5494473780000004,750402.0088,0.5179,0.5357,1011100101111110010000011111000000111010010111000101011,1011100101111110010000011111000000111010010111000101111,8
id89,scenario8,Thinking,C4,Low_Beta,3.835086007,8.391563697e-05,5.097897139,3.734879077,-267368.6866,0.5,0.5,111100000111110010000111111100000111010000111000001111,111100000111110010000111111100000111010000111000001111,8
id89,scenario8,Thinking,C4,Mu,3.889048156,9.669548983e-05,5.75396178,8.613670512,496998.2146,0.4464,0.4464,11100000111110010000011111100000111010000111000000111,11100000111110010000011111100000111010000111000000111,8
id89,scenario8,Thinking,CZ,High_Beta,2.19857487,5.874327866e-05,3.67708442,5.41775515,473383.4015,0.4464,0.4464,11110000010111010000001111111000011010000101110100010,11110000010111010000001111111000011010000101110100010,8
id89,scenario8,Thinking,CZ,Low_Beta,2.330205902,2.488765459e-05,1.978371441,8.041994696,3064956.929,0.4464,0.4286,11110000011111010000001111110000011010000111110100000,11110000011111010000001111110000011010000111110000000,8
id89,scenario8,Thinking,CZ,Mu,2.424643178,2.818530592e-05,2.614706681,48.35033953,17491687.76,0.4107,0.4107,11110000011111010000001111011000011010000011110000000,11110000011111010000001111011000011010000011110000000,8
id89,scenario9,Resting,C3,High_Beta,7.345855043,0.000214301963,,,,0.4945,0.4945,100000101011010101001011111110000001111100000011111000101001111011000011011011100110011000,100000101011010101001011111110000001111100000011111000101001111011010011011001100110011000,9
id89,scenario9,Resting,C3,Low_Beta,7.929195781,0.000196713718,,,,0.4505,0.4505,10000100010010100000011111110000011111100000111111000000001110111100001111000011110011000,10000100010010100000011111110000011111100000111111000000001110111100001111000011110011000,9
id89,scenario9,Resting,C3,Mu,11.86461774,0.000461279102,,,,0.4835,0.4835,1010000110111010100000011111111000001111100000011111000000001111011101001111000001110011000,1010000110111010100000011111111000001111100000011111000000001111011101001111000001110011000,9
id89,scenario9,Resting,C4,High_Beta,5.312445845,0.0001324840207,,,,0.5165,0.5055,110001001111010001011001111110000001111100000011111100010001111010100011111011000110100011,110001001111010001001001111110000001111100000011111100010001111010100011111010100110100011,9
id89,scenario9,Resting,C4,Low_Beta,7.781767241,0.0001720201771,,,,0.4945,0.5055,10001101011010000000011111110000001111100100011111100000001110111100011111001001110100011,10001101011010000000011111110000001111100100011111100000101110111100011111001001110100011,9
id89,scenario9,Resting,C4,Mu,10.65420983,0.000460061366,,,,0.4835,0.4725,10001100111011100000001111111000001111100000011111010000001111011010011111000001110100001,10001100111001100000001111111000001111100000011111010000001111011010011111000001110100001,9
id89,scenario9,Resting,CZ,High_Beta,8.862159407,0.0002977904613,,,,0.4835,0.4615,1100000111000010110011000011110110000011111010001000111101110001111001000111000001010100111,1000000111000010110011000011110110000011111010001000111101110000111001000111000001010101011,9
id89,scenario9,Resting,CZ,Low_Beta,5.57922375,8.001325467e-05,,,,0.5165,0.5275,1100000111010010111000000011111110000011111010001000111111110001111001000111000001110101011,1100000111010010111000000011111110000011111010001000111111110001111001000111100001110101011,9
id89,scenario9,Resting,CZ,Mu,7.33605595,0.0001436848294,,,,0.4945,0.4945,1100100111010010110000000011111110000011111010000000111111110001111001010011100000110101001,1100100111010010110000000011111110000011111010000000111111110001111001010011100000110101001,9
id89,scenario9,Thinking,C3,High_Beta,4.610813392,0.0001708853832,14.5360747,2.339966244,-839023.5127,0.537,0.537,111101010100111100001011110000111001100010110001011101,111101010100111100001011110000111001100010110001011101,9
id89,scenario9,Thinking,C3,Low_Beta,6.499537714,0.0002300487684,39.44649570999999,4.472331464,-886622.8449,0.6111,0.6111,111100000111111100001111110001111001100011110001110111,111100000111111100001111110001111001100011110001110111,9
id89,scenario9,Thinking,C3,Mu,5.477690098,0.0001657951653,79.52887254000001,7.904420194,-900609.4272,0.5926,0.5926,111101000011111110001111110001111001110001110001110100,111101000011111110001111110001111001110001110001110100,9
id89,scenario9,Thinking,C4,High_Beta,4.860277923,0.0001302666164,10.04363775,2.266679346,-774316.8957999999,0.5185,0.5185,111100000101111100011101110010111001100001010001011010,111100000101111100011101110010111001100001010001011010,9
id89,scenario9,Thinking,C4,Low_Beta,6.81089561,0.00017516834,33.431602,8.769305040999999,-737694.1422,0.5926,0.5741,111100100111111010001111110001111001110001110001110010,111100100111111000001111110001111001110001110001110010,9
id89,scenario9,Thinking,C4,Mu,13.38338522,0.0008745274725,75.94683076,18.65891313,-754316.1058,0.5185,0.5185,111100000011111000001111110001111001100001110001110010,111100000011111000001111110001111001100001110001110010,9
id89,scenario9,Thinking,CZ,High_Beta,1.452467661,5.567236489e-05,20.716767139999998,1.4765979029999998,-928724.5016,0.537,0.537,1111001010001111000111011100111001011001011100010110,1111001010001111000111011100111001011001011100010110,9
id89,scenario9,Thinking,CZ,Low_Beta,1.889616457,4.018523243e-05,12.80956214,13.01297458,15879.73423,0.5185,0.5185,1111000000011111000111111100111001011000111100000110,1111000000011111000111111100111001011000111100000110,9
id89,scenario9,Thinking,CZ,Mu,1.977002193,4.323203306e-05,25.761254379999997,26.2820488,20216.190169999998,0.5,0.5,1111000000001111000111111100111001011000111100000110,1111000000001111000111111100111001011000111100000110,9
id90,scenario1,Resting,C3,High_Beta,20.09468349,0.0006865809674,,,,0.4851,0.5149,10100110010100100000101011110101101000000011101101110001110000111100000101101011101001000101101011110,10100110010110100000101011110101101010100011101101110001110000111100000101101011101001000101101011110,1
id90,scenario1,Resting,C3,Low_Beta,12.08580812,0.0002300693907,,,,0.5149,0.5446,1000110011100110000101111111100100110100011000101110011110100111010000001011111101001000101101011010,1000110011110110000101111111100100110100011000101110011110110111010000001011111101101000101101011010,1
id90,scenario1,Resting,C3,Mu,13.90507052,0.0002857847796,,,,0.4851,0.4851,1100100010101100000101111011100010010100111100101110001010110111010000010011111100010100100100011110,1100100010101100000101111011100110010100011100101110001010110111010000010011111100010000100101011110,1
id90,scenario1,Resting,C4,High_Beta,11.8676222,0.0003324706251,,,,0.5149,0.505,1010001011001010010100101101101101010100111001101110010010010110111000100101011101001000111011011011,1010001011001010010100101101101101010100111000101110010110010110101000100101011101001000111011011011,1
id90,scenario1,Resting,C4,Low_Beta,10.015568,0.0002726022594,,,,0.5347,0.5446,11010011011001011000101111101101011010100011000101110010011010110010000100101111101101000101011011011,11010011011001011000101111101101111010100011000101110010011010110010000100101111101101000101011011011,1
id90,scenario1,Resting,C4,Mu,9.626745878,0.0002528367209,,,,0.5347,0.5347,11010011001001011010101101101100111010100111000001110010101010110011000100101111101011000111011011010,11010011001001011010101101101100111010100111000001110010101010110011000100101111101011000111011011010,1
id90,scenario1,Resting,CZ,High_Beta,14.29931144,0.0004540848467,,,,0.505,0.505,10011000011000010000101111111001001100000011001101111010010110110111000101101011101001100110011011001,11011010011001010000101111111001001100000011001101111010010110110101000101101011101001000110001011001,1
id90,scenario1,Resting,CZ,Low_Beta,10.4737678,0.0002311068302,,,,0.5644,0.5644,11011011001011000101111111101011010000111001101110011011010110110000100101111101101000111011011001,11011011001011000101111111101011010000111001101110011011010110110000100101111101101000111011011001,1
id90,scenario1,Resting,CZ,Mu,10.59789646,0.000274894131,,,,0.5446,0.5644,11010001011101011100101111110101011100000111000101110011101010010011000100101111101011000111011011000,11010001011101011100101111110101011100000111000101110011101010110011000100101111101111000111011011000,1
id90,scenario1,Thinking,C3,High_Beta,15.17175505,0.0003742134941,14.931561859999999,33.8329836,1265870.371,0.4182,0.4182,10101001000101100111010100100000011011110010001011,10101001000100100111011100100000011011110010001011,1
id90,scenario1,Thinking,C3,Low_Beta,15.08542605,0.000412408886,16.2133669,94.29491954000001,4815875.267,0.4545,0.4727,10011101011000100000110110011100110011001011010000101,10011101011000100000110110011100110011001011010000111,1
id90,scenario1,Thinking,C3,Mu,19.11395031,0.0006443882394,8.86619099,54.43136594,5139205.212,0.4909,0.4727,1001001100011010101000011001101001110011001111010010110,1000001100011010101000011001101001110011001111010010110,1
id90,scenario1,Thinking,C4,High_Beta,15.63553003,0.0005143931083,3.210400262,29.248641980000002,8110590.454,0.5455,0.5455,1101010010011100100110110011001101010111001110010101011,1101010010011100100110110011001101010111001110010101011,1
id90,scenario1,Thinking,C4,Low_Beta,18.21394705,0.0006855504624,14.19080132,69.88559704,3924711.12,0.5091,0.5091,1010110011001010101010110011001101100111001011010100100,1010110011001010101010110011001101100111001011010100100,1
id90,scenario1,Thinking,C4,Mu,18.49141528,0.0006459521146,20.58126817,111.2165163,4403773.731,0.4727,0.4727,1010001010001100101000110010011101000111001111010010110,1010001010001100101000110010011101000111001111010010110,1
id90,scenario1,Thinking,CZ,High_Beta,17.83278222,0.0005387490389,16.51395062,23.872091500000003,445571.20509999996,0.5273,0.5273,1010011010110100100100111011011010010111001110010101010,1010011010110100100100111011011010010111001110010101010,1
id90,scenario1,Thinking,CZ,Low_Beta,18.90100797,0.000669846087,20.0763268,103.12991009999999,4136891.3800000004,0.5273,0.5273,110011101010110001010111010011100010111001011010100101,110011101010110001010111010011100010111001011010100101,1
id90,scenario1,Thinking,CZ,Mu,18.19595942,0.0005763641289,24.237788730000002,69.40500976999999,1863504.1979999999,0.5636,0.5636,1010011110110110101000011011011110010111000111010010110,1010011110110110101000011011011110010111000111010010110,1
id90,scenario2,Resting,C3,High_Beta,16.37651201,0.0004092129055,,,,0.4286,0.449,100001000010110101100101010001110100011101000011,100101000010110001100101010001110100011101010011,2
id90,scenario2,Resting,C3,Low_Beta,8.922886683,0.0001853133666,,,,0.4082,0.449,1000100100010101011100010010001110000011101000011,1000100100010101011110010010001110100011101000011,2
id90,scenario2,Resting,C3,Mu,17.65796381,0.0009424444005,,,,0.4082,0.4286,1001000010100011110011010000110100011101000011,1001000010100011110011010100110100011101000011,2
id90,scenario2,Resting,C4,High_Beta,8.681595934,0.000155171681,,,,0.4898,0.4898,100101100010110101110101010001101100011101000110,100101100010110101110101010001101100011101000110,2
id90,scenario2,Resting,C4,Low_Beta,3.744152097,2.457131065e-05,,,,0.4694,0.4694,110100110010101011101010010001101000011101000110,110100110010101011101010010001101000011101000110,2
id90,scenario2,Resting,C4,Mu,3.698062496,2.774215252e-05,,,,0.4898,0.5306,1001101100010110011011011010001101000011101000110,1001101110010110011011011010101101000011101000110,2
id90,scenario2,Resting,CZ,High_Beta,12.53861553,0.0002902963201,,,,0.4694,0.4694,101100010110101110101010001101100011101000110,101100010110101110101010001101100011101000110,2
id90,scenario2,Resting,CZ,Low_Beta,7.78579228,0.0001270408767,,,,0.4286,0.449,100110010101011101010010001101000011101000110,101110010101011101010010001101000011101000110,2
id90,scenario2,Resting,CZ,Mu,15.21950002,0.0006521228443,,,,0.4694,0.4898,1001100010110011011011010101101000011101000110,1001110010110011011011010101101000011101000110,2
id90,scenario2,Thinking,C3,High_Beta,13.03896186,0.0003669118612,3.589576996,0.6657719328999999,-814526.3541,0.5484,0.5484,1110101001000111000011111101101110110110100100100101111001001,1110101001000111000011111101101110110110100100100101111001001,2
id90,scenario2,Thinking,C3,Low_Beta,12.61819648,0.0003014800847,2.0236195869999998,0.31741492390000003,-843144.9637,0.5484,0.5645,11010011011100111000001101101011110110110110100100100110101001,11011011011100111000001101101011110110110110100100100110101001,2
id90,scenario2,Thinking,C3,Mu,14.09496281,0.0004019209261,4.235254579,0.2652904532,-937361.3916,0.5161,0.5161,1110100101001010100001101101101110110110110100110100110001001,1110100101001010100001101101101110110110110100110100110001001,2
id90,scenario2,Thinking,C4,High_Beta,16.45338827,0.0004968461778,4.881427045,0.038914174329999995,-992028.1151,0.5161,0.4677,1111100110011011000010010011101110100110100100100101111001001,1011100100001011000010010011101110100110100100100101111001001,2
id90,scenario2,Thinking,C4,Low_Beta,15.89304233,0.0004367354027,3.5785434549999997,0.03401338231,-990495.1880999999,0.5,0.5,1010100110001011100010010111011110100110110100100100110101001,1010100110001011100010010111011110100110110100100100110101001,2
id90,scenario2,Thinking,C4,Mu,24.4575542,0.001042880818,7.971927453,0.057902979300000004,-992736.64,0.5,0.5161,1100100110011011000010011011101110100110110100110100110001001,1100110110011011000010011011101110100110110100110100110001001,2
id90,scenario2,Thinking,CZ,High_Beta,13.39258992,0.0003770655944,4.543169788,0.04214798592,-990722.7799000001,0.5,0.5,1010101010001110100011010011101110100110100100100101111001001,1010101010001110100011010011101110100110100100100101111001001,2
id90,scenario2,Thinking,CZ,Low_Beta,12.9804415,0.0003096491617,2.981908708,0.03640293368,-987792.0697,0.5484,0.5484,11110111010001011000011010111011110100110110100100100110101001,11110111010001011000011010111011110100110110100100100110101001,2
id90,scenario2,Thinking,CZ,Mu,20.94793946,0.0009175904151,8.907053843,0.05869217442,-993410.5961999999,0.5161,0.5161,11010110011001010100001011011101110100110110100110100110001001,11010110011001010100001011011101110100110110100110100110001001,2
id90,scenario3,Resting,C3,High_Beta,10.18916844,0.0002838830718,,,,0.4444,0.4259,11011000011001011010011011010101010010001010100011,11011000011001010010011011010101010010001010100011,3
id90,scenario3,Resting,C3,Low_Beta,7.201730991,9.648229388e-05,,,,0.5,0.5,110011010011011001010001101011010101010100010110111,110011010011011001010001101011010101010100010110111,3
id90,scenario3,Resting,C3,Mu,8.686774694,0.0001706856577,,,,0.4074,0.4074,10001000011011010010001101010010100011100010110101,10001000011011010010001101010010100011100010110101,3
id90,scenario3,Resting,C4,High_Beta,11.468235,0.000254197601,,,,0.463,0.5,110001011010010001010010010110101101110100000110100011,110001011010010101010010010110101101110101000110100011,3
id90,scenario3,Resting,C4,Low_Beta,10.9773997,0.000245981873,,,,0.463,0.4815,110101011000010010010011001011010101010101000110100011,110101011000010010011011001011010101010101000110100011,3
id90,scenario3,Resting,C4,Mu,13.76647374,0.0003522340807,,,,0.5,0.5,100011011000010010010011011011001001110110101110100101,100011011000010010010011011011001001110110101110100101,3
id90,scenario3,Resting,CZ,High_Beta,8.381076256,0.0001845888594,,,,0.4815,0.5,101011011010010001011010011011001001010011000110100110,101011011010010001011010011111001001010011000110100110,3
id90,scenario3,Resting,CZ,Low_Beta,12.89268154,0.0004615775556,,,,0.463,0.4815,100011010010010011011011001010111001101010100010100010,100011011010010011011011001010111001101010100010100010,3
id90,scenario3,Resting,CZ,Mu,10.76170241,0.0002745814826,,,,0.463,0.463,110010011010010011010010001101001001101011000110100101,110010011010010011010010001101001001101011000110100101,3
id90,scenario3,Thinking,C3,High_Beta,18.5533212,0.0006204434489,1.129113215,30.237212489999997,25779610.830000002,0.6071,0.625,11101001011000111100110111110110011110110100011101010101,11101001011100111100110111110110101110110100011101010101,3
id90,scenario3,Thinking,C3,Low_Beta,19.21903987,0.0005691735074,1.644232121,42.411360769999995,24794022.78,0.5357,0.5357,11010100110010101010110101010101001010101110011101001101,11010100110010101010110101010101001010101110011101001101,3
id90,scenario3,Thinking,C3,Mu,16.46233646,0.000460480324,4.53203184,60.89851892,12437354.61,0.5179,0.5179,11110101011010110100100111011010100101010100101100010001,11110101011010110100100111011010100101010100101100010001,3
id90,scenario3,Thinking,C4,High_Beta,11.98789379,0.0002445354223,3.383748315,30.12029147,7901457.398,0.5,0.5,11110000110011101010100101011000100100101010011011100101,11110000110011101010100100011100100100101010011011100101,3
id90,scenario3,Thinking,C4,Low_Beta,7.473523636,8.998296793e-05,4.483745902,64.57135352,13401207.15,0.5179,0.5536,1000110011010010100101101110101101101011101001001010110,1101010111010010100101101110101101101011101001001010110,3
